001,005,007,008,035_##$a,040_##$a,040_##$c,040_##$d,043_##$a,245_0*$a,245_0*$b,245_0*$c,245_0*$h,245_0*$n,246_1#$a,246_1#$b,246_1#$i,246_13$a,246_13$n,246_3#$a,246_3#$n,246_30$a,260_##$a,260_##$b,260_##$c,300_##$a,300_##$b,300_##$c,440_#0$a,500_##$a,505_0#$a,505_1#$a,508_##$a,511_0#$a,511_2#$a,518_##$a,520_##$a,538_##$a,600_#7$0,600_#7$2,600_#7$a,600_#7$d,600_10$a,600_10$d,600_10$t,600_17$0,600_17$2,600_17$a,600_17$d,610_20$a,610_20$b,610_20$v,610_20$x,610_27$0,610_27$2,610_27$a,610_27$b,648_#7$2,648_#7$a,650_#0$a,650_#0$v,650_#0$x,650_#0$y,650_#0$z,650_#7$0,650_#7$2,650_#7$a,650_#7$x,650_00$a,650_00$b,650_00$c,650_00$d,651_#0$a,651_#0$v,651_#0$x,651_#0$y,651_#0$z,651_#7$0,651_#7$2,651_#7$a,651_#7$z,655_#7$0,655_#7$2,655_#7$a,700_0#$a,700_1#$a,700_1#$c,700_1#$d,700_1#$q,710_2#$a,710_2#$b,711_2#$a,711_2#$c,711_2#$d,740_* $a,905_##$a,948_1#$a,948_1#$b,948_1#$d,948_1#$e,948_1#$f,948_2#$a,948_2#$b,948_2#$d,948_2#$e,948_2#$f,948_2#$h,948_2#$x,948_3#$a,948_3#$h,948_3#$i,leader
2466240,20141205223513.0,vf|cbahou,941107s1992    xx ||| e          vleng d,(NIC)notisAMJ2148;(OCoLC)63989304;2466240;,NIC,NIC,,f------,A Question of power,"gender, politics & cultural production in Africa /","[Cornell University, Africana Studies and Research Center].",[videorecording] :,,,,,,,,,,,,[1992],6 videocassettes :,"sd., col. ;",1/2 in.,,"Title from videocassette label.;""341 tape 1-341 tape 6."";","[v. 1] A women in trousers? What is dangling inside -- [v. 2] Woman is a fire you must take a little -- [v. 3] Women have no king (Women organizing women) -- [v. 4] The joys of motherhood and father-, son-, daughterhood -- [v. 5] (En)gendering national cultural policy -- [v. 6] I became a feminist when I was a child, starting to feel the discrimination between my brother and me.",,,,,,"Video tapes recorded at the symposium held on March 27-28, 1992 at Cornell University, African Studies and Research Center. The topics includes: Women in African mask theater. The politics of gender roles in the music of the Kalabari and Ijaw people of Nigeria. Gender, Apartheid & economic transformation. Gender and technology in Nigeria, etc.",VHS format.,,,,,,,,,,,,,,,,,,,,,,Women;Feminism;Sex role;Women's rights;,,Congresses.;Congresses.;Congresses.;Congresses.;,,Africa;Africa;Africa;Africa;,(OCoLC)fst00922671;(OCoLC)fst01114598;(OCoLC)fst01176568;(OCoLC)fst01178818;,fast;fast;fast;fast;,Feminism;Sex role;Women;Women's rights;,,,,,,,,,,,(OCoLC)fst01239509,fast,Africa,,(OCoLC)fst01423772,fast,Conference proceedings,,,,,,Cornell University.,Africana Studies and Research Center.,Question of Power,Cornell University),(1992 :,,19950707120000.0,,,,,,20040601;20141205;,a;m;,pd36;batch;,lts;lts;,?,?,addfast,,,,02189cgm a2200409 a 4500
2466240,20141205223513.0,vf|cbahou,941107s1992    xx ||| e          vleng d,(NIC)notisAMJ2148;(OCoLC)63989304;2466240;,NIC,NIC,,f------,A Question of power,"gender, politics & cultural production in Africa /","[Cornell University, Africana Studies and Research Center].",[videorecording] :,,,,,,,,,,,,[1992],6 videocassettes :,"sd., col. ;",1/2 in.,,"Title from videocassette label.;""341 tape 1-341 tape 6."";","[v. 1] A women in trousers? What is dangling inside -- [v. 2] Woman is a fire you must take a little -- [v. 3] Women have no king (Women organizing women) -- [v. 4] The joys of motherhood and father-, son-, daughterhood -- [v. 5] (En)gendering national cultural policy -- [v. 6] I became a feminist when I was a child, starting to feel the discrimination between my brother and me.",,,,,,"Video tapes recorded at the symposium held on March 27-28, 1992 at Cornell University, African Studies and Research Center. The topics includes: Women in African mask theater. The politics of gender roles in the music of the Kalabari and Ijaw people of Nigeria. Gender, Apartheid & economic transformation. Gender and technology in Nigeria, etc.",VHS format.,,,,,,,,,,,,,,,,,,,,,,Women;Feminism;Sex role;Women's rights;,,Congresses.;Congresses.;Congresses.;Congresses.;,,Africa;Africa;Africa;Africa;,(OCoLC)fst00922671;(OCoLC)fst01114598;(OCoLC)fst01176568;(OCoLC)fst01178818;,fast;fast;fast;fast;,Feminism;Sex role;Women;Women's rights;,,,,,,,,,,,(OCoLC)fst01239509,fast,Africa,,(OCoLC)fst01423772,fast,Conference proceedings,,,,,,Cornell University.,Africana Studies and Research Center.,Question of Power,Cornell University),(1992 :,,19950707120000.0,,,,,,20040601;20141205;,a;m;,pd36;batch;,lts;lts;,?,?,addfast,,,,02189cgm a2200409 a 4500
2466240,20141205223513.0,vf|cbahou,941107s1992    xx ||| e          vleng d,(NIC)notisAMJ2148;(OCoLC)63989304;2466240;,NIC,NIC,,f------,A Question of power,"gender, politics & cultural production in Africa /","[Cornell University, Africana Studies and Research Center].",[videorecording] :,,,,,,,,,,,,[1992],6 videocassettes :,"sd., col. ;",1/2 in.,,"Title from videocassette label.;""341 tape 1-341 tape 6."";","[v. 1] A women in trousers? What is dangling inside -- [v. 2] Woman is a fire you must take a little -- [v. 3] Women have no king (Women organizing women) -- [v. 4] The joys of motherhood and father-, son-, daughterhood -- [v. 5] (En)gendering national cultural policy -- [v. 6] I became a feminist when I was a child, starting to feel the discrimination between my brother and me.",,,,,,"Video tapes recorded at the symposium held on March 27-28, 1992 at Cornell University, African Studies and Research Center. The topics includes: Women in African mask theater. The politics of gender roles in the music of the Kalabari and Ijaw people of Nigeria. Gender, Apartheid & economic transformation. Gender and technology in Nigeria, etc.",VHS format.,,,,,,,,,,,,,,,,,,,,,,Women;Feminism;Sex role;Women's rights;,,Congresses.;Congresses.;Congresses.;Congresses.;,,Africa;Africa;Africa;Africa;,(OCoLC)fst00922671;(OCoLC)fst01114598;(OCoLC)fst01176568;(OCoLC)fst01178818;,fast;fast;fast;fast;,Feminism;Sex role;Women;Women's rights;,,,,,,,,,,,(OCoLC)fst01239509,fast,Africa,,(OCoLC)fst01423772,fast,Conference proceedings,,,,,,Cornell University.,Africana Studies and Research Center.,Question of Power,Cornell University),(1992 :,,19950707120000.0,,,,,,20040601;20141205;,a;m;,pd36;batch;,lts;lts;,?,?,addfast,,,,02189cgm a2200409 a 4500
2466240,20141205223513.0,vf|cbahou,941107s1992    xx ||| e          vleng d,(NIC)notisAMJ2148;(OCoLC)63989304;2466240;,NIC,NIC,,f------,A Question of power,"gender, politics & cultural production in Africa /","[Cornell University, Africana Studies and Research Center].",[videorecording] :,,,,,,,,,,,,[1992],6 videocassettes :,"sd., col. ;",1/2 in.,,"Title from videocassette label.;""341 tape 1-341 tape 6."";","[v. 1] A women in trousers? What is dangling inside -- [v. 2] Woman is a fire you must take a little -- [v. 3] Women have no king (Women organizing women) -- [v. 4] The joys of motherhood and father-, son-, daughterhood -- [v. 5] (En)gendering national cultural policy -- [v. 6] I became a feminist when I was a child, starting to feel the discrimination between my brother and me.",,,,,,"Video tapes recorded at the symposium held on March 27-28, 1992 at Cornell University, African Studies and Research Center. The topics includes: Women in African mask theater. The politics of gender roles in the music of the Kalabari and Ijaw people of Nigeria. Gender, Apartheid & economic transformation. Gender and technology in Nigeria, etc.",VHS format.,,,,,,,,,,,,,,,,,,,,,,Women;Feminism;Sex role;Women's rights;,,Congresses.;Congresses.;Congresses.;Congresses.;,,Africa;Africa;Africa;Africa;,(OCoLC)fst00922671;(OCoLC)fst01114598;(OCoLC)fst01176568;(OCoLC)fst01178818;,fast;fast;fast;fast;,Feminism;Sex role;Women;Women's rights;,,,,,,,,,,,(OCoLC)fst01239509,fast,Africa,,(OCoLC)fst01423772,fast,Conference proceedings,,,,,,Cornell University.,Africana Studies and Research Center.,Question of Power,Cornell University),(1992 :,,19950707120000.0,,,,,,20040601;20141205;,a;m;,pd36;batch;,lts;lts;,?,?,addfast,,,,02189cgm a2200409 a 4500
2482650,20141205232522.0,,941216s1987    xx ||| e          vleng d,(NIC)notisAMK9195;2482650;(OCoLC)74915541;,NIC,NIC,NIC,n-us---,Student activism,,"[Africana Studies and Research Center, Cornell University].",[videorecording] /,,,,,,,,,,,,1987.,1 videocassette :,"sd., col. ;",1/2 in.,,"Videotaped live at Cornell University in November 27, 1987.",,,,Ben Chavis.,,,Ben Chavis talks about the students' activism to challenge racism and social change.,VHS.,,,,,,,,,,,,,,,,,,,,fast,1900 - 1999,African American student movements.;African American college students;,,Political activity;History;,20th century.,,(OCoLC)fst00799107;(OCoLC)fst00799374;,fast;fast;,African American college students;African American student movements;,Political activity,,,,,,,,,,,,,,(OCoLC)fst01411628,fast,History,,"Chavis, Ben,",,1948-,,Cornell University.,Africana Studies and Research Center.,,,,,19950707120000.0,,,,,,20040601;20141205;,a;m;,pd36;batch;,lts;lts;,?,?,addfast,,,,01331cgm a2200337 a 4500
2657273,20141208220931.0,vf|cbahou,941107s1980    xx 128 e          vleng d,(NIC)notisAND7783;(OCoLC)63876505;2657273;,NIC,NIC,NIC,n-us---,4th annual State of Black America Conference,,"[Cornell University, Africana Studies and Research Center].",[videorecording] /,,,,,,,,,Fourth annual State of Black America Conference,,,[1980],2 videocassettes (128 min.) :,"sd., col. ;",1/2 in.,,"Title from videocassette labels.;""167a-167b."";",,,,"Presentations by Imari Obedele, Ben Chavis.",,,"Lectures present challenges for the 1980s, including the necessity to advance and re-vitalize the freedom movement in the United States.",VHS.,,,,,,,,,,,,,,,,,,,,,,Racism;African Americans;,,Congresses.;Civil rights;Congresses.;,,United States,(OCoLC)fst00799575;(OCoLC)fst01086616;,fast;fast;,African Americans;Racism;,Civil rights,,,,,,,,,,(OCoLC)fst01204155,fast,United States,,(OCoLC)fst01423772,fast,Conference proceedings,,"Chavis, Ben,;Obedele, Imari Abubakari.;",,1948-,,Cornell University.,Africana Studies and Research Center.,State of Black America Conference,Cornell University),(1980 :,,19950510120000.0,,,,,,20040601;20141208;,a;m;,pl233;batch;,lts;lts;,,,addfast,,,,01614cgm a2200397 a 4500
2657273,20141208220931.0,vf|cbahou,941107s1980    xx 128 e          vleng d,(NIC)notisAND7783;(OCoLC)63876505;2657273;,NIC,NIC,NIC,n-us---,4th annual State of Black America Conference,,"[Cornell University, Africana Studies and Research Center].",[videorecording] /,,,,,,,,,Fourth annual State of Black America Conference,,,[1980],2 videocassettes (128 min.) :,"sd., col. ;",1/2 in.,,"Title from videocassette labels.;""167a-167b."";",,,,"Presentations by Imari Obedele, Ben Chavis.",,,"Lectures present challenges for the 1980s, including the necessity to advance and re-vitalize the freedom movement in the United States.",VHS.,,,,,,,,,,,,,,,,,,,,,,Racism;African Americans;,,Congresses.;Civil rights;Congresses.;,,United States,(OCoLC)fst00799575;(OCoLC)fst01086616;,fast;fast;,African Americans;Racism;,Civil rights,,,,,,,,,,(OCoLC)fst01204155,fast,United States,,(OCoLC)fst01423772,fast,Conference proceedings,,"Chavis, Ben,;Obedele, Imari Abubakari.;",,1948-,,Cornell University.,Africana Studies and Research Center.,State of Black America Conference,Cornell University),(1980 :,,19950510120000.0,,,,,,20040601;20141208;,a;m;,pl233;batch;,lts;lts;,,,addfast,,,,01614cgm a2200397 a 4500
2656939,20141208220820.0,vf|cbahou,941107s1982    xx 084 e          vleng d,(NIC)notisAND7420;(OCoLC)63876463;2656939;,NIC,NIC,NIC,n-us---,State of Black America Conference,,"[Cornell University, Africana Studies and Research Center].",[videorecording] /,,,,,,,,,,,,1982.,2 videocassettes (84 min.) :,"sd., col. ;",1/2 in.,,"Title from labels on videocassettes.;""171a-171b."";","Blacks in the American economy / Avon Drake -- Panel discussion / William Tabb, Lewis King, Manning Marable, Avon Drake (moderator)",,,"Participants: Avon Drake, William Tabb, Lewis King, Manning Marable.",,Videotaped live at Cornell University in 1982.,"Presentation emphasizes the history and present situation of Blacks in the economy, and how it might be improved. The panel discusses the importance of Black students becoming more active in promoting social and political issues on campuses.",VHS.,,,,,,,,,,,,,,,,,,,,,,African Americans;African Americans;Social conflict;African American college students;,,Economic conditions;Congresses.;Economic conditions;History;Congresses.;Congresses.;Congresses.;,,United States,(OCoLC)fst00799102;(OCoLC)fst00799599;(OCoLC)fst01122378;,fast;fast;fast;,African American college students;African Americans;Social conflict;,Economic conditions,,,,,,,,,,(OCoLC)fst01204155,fast,United States,,(OCoLC)fst01423772;(OCoLC)fst01411628;,fast;fast;,Conference proceedings;History;,,"Drake, Willie Avon,;Tabb, William K.;King, Lewis M.;Marable, Manning,;",,1946-;1950-2011.;,,Cornell University.,Africana Studies and Research Center.,State of Black America Conference,Cornell University),(1982 :,,19950510120000.0,,,,,,20040601;20141208;,a;m;,pl233;batch;,lts;lts;,,,addfast,,,,02255cgm a2200481 a 4500
2656939,20141208220820.0,vf|cbahou,941107s1982    xx 084 e          vleng d,(NIC)notisAND7420;(OCoLC)63876463;2656939;,NIC,NIC,NIC,n-us---,State of Black America Conference,,"[Cornell University, Africana Studies and Research Center].",[videorecording] /,,,,,,,,,,,,1982.,2 videocassettes (84 min.) :,"sd., col. ;",1/2 in.,,"Title from labels on videocassettes.;""171a-171b."";","Blacks in the American economy / Avon Drake -- Panel discussion / William Tabb, Lewis King, Manning Marable, Avon Drake (moderator)",,,"Participants: Avon Drake, William Tabb, Lewis King, Manning Marable.",,Videotaped live at Cornell University in 1982.,"Presentation emphasizes the history and present situation of Blacks in the economy, and how it might be improved. The panel discusses the importance of Black students becoming more active in promoting social and political issues on campuses.",VHS.,,,,,,,,,,,,,,,,,,,,,,African Americans;African Americans;Social conflict;African American college students;,,Economic conditions;Congresses.;Economic conditions;History;Congresses.;Congresses.;Congresses.;,,United States,(OCoLC)fst00799102;(OCoLC)fst00799599;(OCoLC)fst01122378;,fast;fast;fast;,African American college students;African Americans;Social conflict;,Economic conditions,,,,,,,,,,(OCoLC)fst01204155,fast,United States,,(OCoLC)fst01423772;(OCoLC)fst01411628;,fast;fast;,Conference proceedings;History;,,"Drake, Willie Avon,;Tabb, William K.;King, Lewis M.;Marable, Manning,;",,1946-;1950-2011.;,,Cornell University.,Africana Studies and Research Center.,State of Black America Conference,Cornell University),(1982 :,,19950510120000.0,,,,,,20040601;20141208;,a;m;,pl233;batch;,lts;lts;,,,addfast,,,,02255cgm a2200481 a 4500
2657275,20150601123111.0,vf|cbahou,941107s1983    xx 238 e          vleng d,(NIC)notisAND7785;(OCoLC)63876506;2657275;,NIC,NIC,,n-us---,The sixth annual State of Black America Conference,,"[Cornell University, Africana Studies and Research Center].",[videorecording] /,,,,,,,,,,,,[1983],2 videocassettes :,"sd., col. ;",1/2 in.,,"Title from videocassette label.;""179a-179b."";",The struggle of the oppressed / Kwame Ture -- Foundations of the Black nation / Imari A. Obadele -- Integration vs. self-determination / Louis Farrakhan.,,,"Speakers: Kwame Ture, Imari A. Obadele, Louis Farrakhan.",,Videotaped live at Cornell University in April 1983.,"Presentations deal with oppression, class struggles, the Black independence movement, and self-determination for Afro-Americans.",VHS.,,,,,,,,,,,,,,,,,,,,,,African Americans;African Americans;Racism;Black nationalism;,,Economic conditions;Congresses.;Social conditions;Congresses.;Congresses.;Congresses.;,,United States;United States;,(OCoLC)fst00799599;(OCoLC)fst00799698;(OCoLC)fst00833733;(OCoLC)fst01086616;,fast;fast;fast;fast;,African Americans;African Americans;Black nationalism;Racism;,Economic conditions;Social conditions;,,,,,,,,,,(OCoLC)fst01204155,fast,United States,,(OCoLC)fst01423772,fast,Conference proceedings,,"Carmichael, Stokely,;Obadele, Imari Abubakari.;Farrakhan, Louis.;",,1941-1998.,,Cornell University.,Africana Studies and Research Center.,State of Black America Conference,Cornell University),(1983 :,,19950510120000.0,,,,,,20040623;20141208;,a;m;,pl233;batch;,lts;lts;,,,addfast,,,,02111cgm a2200469 a 4500
2657275,20150601123111.0,vf|cbahou,941107s1983    xx 238 e          vleng d,(NIC)notisAND7785;(OCoLC)63876506;2657275;,NIC,NIC,,n-us---,The sixth annual State of Black America Conference,,"[Cornell University, Africana Studies and Research Center].",[videorecording] /,,,,,,,,,,,,[1983],2 videocassettes :,"sd., col. ;",1/2 in.,,"Title from videocassette label.;""179a-179b."";",The struggle of the oppressed / Kwame Ture -- Foundations of the Black nation / Imari A. Obadele -- Integration vs. self-determination / Louis Farrakhan.,,,"Speakers: Kwame Ture, Imari A. Obadele, Louis Farrakhan.",,Videotaped live at Cornell University in April 1983.,"Presentations deal with oppression, class struggles, the Black independence movement, and self-determination for Afro-Americans.",VHS.,,,,,,,,,,,,,,,,,,,,,,African Americans;African Americans;Racism;Black nationalism;,,Economic conditions;Congresses.;Social conditions;Congresses.;Congresses.;Congresses.;,,United States;United States;,(OCoLC)fst00799599;(OCoLC)fst00799698;(OCoLC)fst00833733;(OCoLC)fst01086616;,fast;fast;fast;fast;,African Americans;African Americans;Black nationalism;Racism;,Economic conditions;Social conditions;,,,,,,,,,,(OCoLC)fst01204155,fast,United States,,(OCoLC)fst01423772,fast,Conference proceedings,,"Carmichael, Stokely,;Obadele, Imari Abubakari.;Farrakhan, Louis.;",,1941-1998.,,Cornell University.,Africana Studies and Research Center.,State of Black America Conference,Cornell University),(1983 :,,19950510120000.0,,,,,,20040623;20141208;,a;m;,pl233;batch;,lts;lts;,,,addfast,,,,02111cgm a2200469 a 4500
2657275,20150601123111.0,vf|cbahou,941107s1983    xx 238 e          vleng d,(NIC)notisAND7785;(OCoLC)63876506;2657275;,NIC,NIC,,n-us---,The sixth annual State of Black America Conference,,"[Cornell University, Africana Studies and Research Center].",[videorecording] /,,,,,,,,,,,,[1983],2 videocassettes :,"sd., col. ;",1/2 in.,,"Title from videocassette label.;""179a-179b."";",The struggle of the oppressed / Kwame Ture -- Foundations of the Black nation / Imari A. Obadele -- Integration vs. self-determination / Louis Farrakhan.,,,"Speakers: Kwame Ture, Imari A. Obadele, Louis Farrakhan.",,Videotaped live at Cornell University in April 1983.,"Presentations deal with oppression, class struggles, the Black independence movement, and self-determination for Afro-Americans.",VHS.,,,,,,,,,,,,,,,,,,,,,,African Americans;African Americans;Racism;Black nationalism;,,Economic conditions;Congresses.;Social conditions;Congresses.;Congresses.;Congresses.;,,United States;United States;,(OCoLC)fst00799599;(OCoLC)fst00799698;(OCoLC)fst00833733;(OCoLC)fst01086616;,fast;fast;fast;fast;,African Americans;African Americans;Black nationalism;Racism;,Economic conditions;Social conditions;,,,,,,,,,,(OCoLC)fst01204155,fast,United States,,(OCoLC)fst01423772,fast,Conference proceedings,,"Carmichael, Stokely,;Obadele, Imari Abubakari.;Farrakhan, Louis.;",,1941-1998.,,Cornell University.,Africana Studies and Research Center.,State of Black America Conference,Cornell University),(1983 :,,19950510120000.0,,,,,,20040623;20141208;,a;m;,pl233;batch;,lts;lts;,,,addfast,,,,02111cgm a2200469 a 4500
2482856,20141205232601.0,vf|mbahou,941219s1994    sa 090 e          vleng d,(NIC)notisAMK9412;(OCoLC)63997663;2482856;,NIC,NIC,NIC,f-sa---,Voices from Robben Island,,"producer, Claudia Schadeberg ; written and directed by Adam Low.",[videorecording] /,,,,,,,,,,Johannesburg :,"Schadeberg Movie Co.,",c1994.,1 videocassette (90 min.) :,"sd., col. with b&w sequences ;",1/2 in.,,"""A Schadeberg Movie Co. production for BBC Television in association with Seven Ages Trust.",,,"Executive producer, Jürgen Schadeberg ; Camera, Michael Hammon ; sound, Simon Rice ; research, Sally Roper, Bridget Thompson, Marilyn Howe; film editor, Ronelle Loots.",,,,The film looks at the 400 year history of Robben Island from the seventeenth century to present day. Robben Island began as a place of banishment for social outcasts and in the nineteen sixties was turned into a high security prison for political prisoners who opposed the Apartheid regime.,VHS format.,,,,,,,,,,,,,,,,,,,,fast,1961 - 1978,Political prisoners;Political crimes and offenses;,,,,South Africa.;South Africa.;,(OCoLC)fst01069253;(OCoLC)fst01069636;(OCoLC)fst01069781;,fast;fast;fast;,Political crimes and offenses;Political prisoners;Political science;,,,,,,South Africa;Robben Island (South Africa);,,Politics and government;History.;,1961-1978.,,(OCoLC)fst01204616;(OCoLC)fst01241360;,fast;fast;,South Africa;South Africa;,Robben Island,(OCoLC)fst01411628,fast,History,,"Schadeberg, Claudia.;Low, Adam.;",,,,Schadeberg Movie Co.;British Broadcasting Corporation.;Seven Ages Trust.;,Television Service.,,,,,19990407120000.0,,,,,,20141205,m,batch,lts,,,addfast,,,,02122cgm a2200433 a 4500
2688618,20141208235601.0,vf|cbahou,941107s1982    xx 110 e          vleng d,(NIC)notisANH0655;(OCoLC)63882201;2688618;,NIC,NIC,,n-us---;nwjm---;,The Reagan administration's Caribbean Basin Initiative Policy,,"[Cornell University, Africana Studies and Research Center].",[videorecording] /,,,,,,,,,,,,[1982],2 videocassettes (110 min.) :,"sd., col. ;",1/2 in.,,"Title from videocassette label.;""58a, 58b"";",,,,Speaker: Michael Manley.,,"Videotaped live at Cornell University in November 10, 1982.",Former Prime Minister of Jamaica Michael Manley talks about the foreign economic relations of the United States and its influences to Jamaica and Third World.,VHS.,,,,,,,,,,,,"Caribbean Basin Initiative, 1983-",,,,(OCoLC)fst00601353,fast,"Caribbean Basin Initiative, 1983-",,,,"Economic assistance, American",,,,Jamaica.,(OCoLC)fst00901618;(OCoLC)fst00902025;(OCoLC)fst00976891;,fast;fast;fast;,"Economic assistance, American;Economic policy;International economic relations;",,,,,,United States;Jamaica;Jamaica;,,Foreign economic relations;Foreign economic relations;Economic policy.;,,Jamaica.;United States.;,(OCoLC)fst01211575;(OCoLC)fst01204155;,fast;fast;,Jamaica;United States;,,,,,,"Manley, Michael,",,1924-1997.,,Cornell University.,Africana Studies and Research Center.,,,,,19950707120000.0,,,,,,20040621;20141208;,a;m;,pl233;batch;,lts;lts;,,,addfast,,,,01849cgm a2200433 a 4500
2688618,20141208235601.0,vf|cbahou,941107s1982    xx 110 e          vleng d,(NIC)notisANH0655;(OCoLC)63882201;2688618;,NIC,NIC,,n-us---;nwjm---;,The Reagan administration's Caribbean Basin Initiative Policy,,"[Cornell University, Africana Studies and Research Center].",[videorecording] /,,,,,,,,,,,,[1982],2 videocassettes (110 min.) :,"sd., col. ;",1/2 in.,,"Title from videocassette label.;""58a, 58b"";",,,,Speaker: Michael Manley.,,"Videotaped live at Cornell University in November 10, 1982.",Former Prime Minister of Jamaica Michael Manley talks about the foreign economic relations of the United States and its influences to Jamaica and Third World.,VHS.,,,,,,,,,,,,"Caribbean Basin Initiative, 1983-",,,,(OCoLC)fst00601353,fast,"Caribbean Basin Initiative, 1983-",,,,"Economic assistance, American",,,,Jamaica.,(OCoLC)fst00901618;(OCoLC)fst00902025;(OCoLC)fst00976891;,fast;fast;fast;,"Economic assistance, American;Economic policy;International economic relations;",,,,,,United States;Jamaica;Jamaica;,,Foreign economic relations;Foreign economic relations;Economic policy.;,,Jamaica.;United States.;,(OCoLC)fst01211575;(OCoLC)fst01204155;,fast;fast;,Jamaica;United States;,,,,,,"Manley, Michael,",,1924-1997.,,Cornell University.,Africana Studies and Research Center.,,,,,19950707120000.0,,,,,,20040621;20141208;,a;m;,pl233;batch;,lts;lts;,,,addfast,,,,01849cgm a2200433 a 4500
2688608,20141208235559.0,vf|cbahou,941107s1986    xx 165 e          vleng d,(NIC)notisANH0644;(OCoLC)63882192;2688608;,NIC,NIC,,n-us---,State of Black America Conference,,"[Cornell University, Africana Studies and Research Center].",[videorecording] /,,,,,,,,,,,,[1986],2 videocassettes :,"sd., col. ;",1/2 in.,,"Title from videocassette label.;""181a-181b."";",[v. 1] Black students and struggle / Gil Noble (60 min.) -- [v. 2. without any specific title] / Calvin Butts (105 min.).,,,"Speakers: Gil Noble, Rev. Calvin Butts.",,"Videotaped live at Cornell University in April 25-26, 1986.","Gil Noble, a producer of ""Like it is"", talks why he feels angry about the American society and asks audiences to understand their situation correctly; concern themselves to be repectable, responsible, and mature; and do somethig for the Black people.Calvin Butts, the reverend of Abyssinian Baptist Church, talks the importance of education to understand the American society better andachieve the equal rights and human dignity.",VHS.,,,,,,,,,,,,,,,,,,,,,,African Americans;Racism;Black nationalism;,,Social conditions;Congresses.;Congresses.;Congresses.;,,United States;United States;,(OCoLC)fst00799698;(OCoLC)fst00833733;(OCoLC)fst01086616;,fast;fast;fast;,African Americans;Black nationalism;Racism;,Social conditions,,,,,,,,,,(OCoLC)fst01204155,fast,United States,,(OCoLC)fst01423772,fast,Conference proceedings,,"Noble, Gil.;Butts, Calvin.;",,,,Cornell University.,Africana Studies and Research Center.,State of Black America Conference,Cornell University),(1986 :,,19950707120000.0,,,,,,20040621;20141208;,a;m;,pl233;batch;,lts;lts;,,,addfast,,,,02138cgm a2200433 a 4500
2688608,20141208235559.0,vf|cbahou,941107s1986    xx 165 e          vleng d,(NIC)notisANH0644;(OCoLC)63882192;2688608;,NIC,NIC,,n-us---,State of Black America Conference,,"[Cornell University, Africana Studies and Research Center].",[videorecording] /,,,,,,,,,,,,[1986],2 videocassettes :,"sd., col. ;",1/2 in.,,"Title from videocassette label.;""181a-181b."";",[v. 1] Black students and struggle / Gil Noble (60 min.) -- [v. 2. without any specific title] / Calvin Butts (105 min.).,,,"Speakers: Gil Noble, Rev. Calvin Butts.",,"Videotaped live at Cornell University in April 25-26, 1986.","Gil Noble, a producer of ""Like it is"", talks why he feels angry about the American society and asks audiences to understand their situation correctly; concern themselves to be repectable, responsible, and mature; and do somethig for the Black people.Calvin Butts, the reverend of Abyssinian Baptist Church, talks the importance of education to understand the American society better andachieve the equal rights and human dignity.",VHS.,,,,,,,,,,,,,,,,,,,,,,African Americans;Racism;Black nationalism;,,Social conditions;Congresses.;Congresses.;Congresses.;,,United States;United States;,(OCoLC)fst00799698;(OCoLC)fst00833733;(OCoLC)fst01086616;,fast;fast;fast;,African Americans;Black nationalism;Racism;,Social conditions,,,,,,,,,,(OCoLC)fst01204155,fast,United States,,(OCoLC)fst01423772,fast,Conference proceedings,,"Noble, Gil.;Butts, Calvin.;",,,,Cornell University.,Africana Studies and Research Center.,State of Black America Conference,Cornell University),(1986 :,,19950707120000.0,,,,,,20040621;20141208;,a;m;,pl233;batch;,lts;lts;,,,addfast,,,,02138cgm a2200433 a 4500
2688612,20141208235559.0,vf|cbahou,941107s1989    xx 118 e          vleng d,(NIC)notisANH0648;(OCoLC)63882195;2688612;,NIC,NIC,NIC,,The beginning of Africana studies,panel discussion /,"[Cornell University, Africana Studies and Research Center].",[videorecording] :,,,,,,,,,,,,[1989],1 videocassette (118 min.) :,"sd., col. ;",1/2 in.,,"Title from videocassette label.;""211"";",,,,"Panel: Michael Thelwell, Haki Madhubuti, Leonard Jeffries.",,"Videotaped live at Cornell University in April 19, 1989.","Panelists talk about the beginning of Africana studies, its struggle, development, problems, and future.",VHS.,,,,,,,,,,,,,,,,,,,,,,African Americans;African Americans;,,Study and teaching (Higher);History;Congresses.;Education;Congresses.;,,,(OCoLC)fst00799600;(OCoLC)fst00799710;,fast;fast;,African Americans;African Americans;,Education;Study and teaching (Higher);,,,,,,,,,,,,,,(OCoLC)fst01423772;(OCoLC)fst01411628;,fast;fast;,Conference proceedings;History;,,"Thelwell, Michael.;Madhubuti, Haki R.,;Jeffries, Leonard.;",,1942-,,Cornell University.,Africana Studies and Research Center.,,,,,19950707120000.0,,,,,,20141208,m,batch,lts,,,addfast,,,,01559cgm a2200373 a 4500
